record_id,scope,source_archive,relative_path,size_bytes,sha256,duplicate_group,canonical_record,material_state,notes
HIST-0153,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/style-lineage-mapper/README.md,112,9ec7285e0acb000c3278e43ffe4794e2eede95dc2c285a5e021b483238d23e97,DUP-0140,HIST-0441,materialized,
HIST-0154,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/style-lineage-mapper/SKILL.md,613,06ecc4d26e50901468dbc90f5df75b685b803b64f2bb30debdb2b87e5509db3c,DUP-0007,HIST-0442,materialized,
HIST-0155,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/style-lineage-mapper/open-design.json,1206,7fac4ee6cb07ea161ea8e6d99b1b15696a773abae6a62df8e1f017add845438b,DUP-0115,HIST-0443,materialized,
HIST-0156,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/style-vector-builder/README.md,108,5e085204aa416d8ed151e1e2ef0c739dd5bc02d2f842b5a8a3965a6cc6668f49,DUP-0087,HIST-0444,materialized,
HIST-0157,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/style-vector-builder/SKILL.md,431,ddad0b5e3e9997c1ddf2fb060b25e3cd69c0e93410182458eef0017b8d119318,DUP-0193,HIST-0445,materialized,
HIST-0158,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/style-vector-builder/open-design.json,948,d593d64223886ec678e805d4b53c5fd8be28e9a1cb8454c02c7979e6c8d690c5,DUP-0189,HIST-0446,materialized,
HIST-0159,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/typography-composition-director/README.md,130,396c083773d2b4cb8fd233618b4a7e2dc76b7309c5bc852c637dbb3ba4f0a0dc,DUP-0048,HIST-0447,materialized,
HIST-0160,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/typography-composition-director/SKILL.md,596,4e8cd88dabef10e852a26ab4949e370eb48211c7a17e7ab2beddcd38c883570b,DUP-0072,HIST-0448,materialized,
HIST-0161,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/typography-composition-director/open-design.json,1343,d26666ebbfdad702e9e499aced82069d6bf518ddf855eeb11d9e729c7574f1e2,DUP-0185,HIST-0449,materialized,
HIST-0162,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/visual-polish-loop/README.md,118,855b026fc32c8f20bf5cedfbd56a34eceddd5e334364b23eb87129d5ce5f20d0,DUP-0120,HIST-0450,materialized,
HIST-0163,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/visual-polish-loop/SKILL.md,592,24c6d835caf5e4eacd1aeac7f957814e27dcab5174be30f787fa01030491f171,DUP-0028,HIST-0451,materialized,
HIST-0164,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/visual-polish-loop/open-design.json,1336,c71e137d8009073bd6bb2f61fdd7b90014f336af1be9ae874530c79df2e343e9,DUP-0178,HIST-0452,materialized,
HIST-0165,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/visual-reference-dna-analyzer/README.md,131,b3e2427a3ecd805dae445f17516f868ba8f4b1d694c9542f4d9a3b37ae8e26b0,DUP-0159,HIST-0453,materialized,
HIST-0166,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/visual-reference-dna-analyzer/SKILL.md,460,59b445aea50b2d4fa4fff84a23f8eafc69a7a49ab1f7805f58bd3877f8560fff,DUP-0082,HIST-0454,materialized,
HIST-0167,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/visual-reference-dna-analyzer/open-design.json,977,548ad8adf3e4c36fd9257f504340297d5bb9f33895e3544eae5cb881b511c086,DUP-0077,HIST-0455,materialized,
HIST-0168,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/visual-taste-jury/README.md,100,b7ec96a8b83a8ebf730e2514b6f4c56d9e568488678dd5504a8f2c06ad1b29e2,DUP-0161,HIST-0456,materialized,
HIST-0169,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/visual-taste-jury/SKILL.md,639,0205ec8cfe5c3accf43d54e3622354304d3ae383d516e4ea553cc5b9ef044042,DUP-0001,HIST-0457,materialized,
HIST-0170,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/atoms/visual-taste-jury/open-design.json,1272,3fec25eb38fd42e29513076ac79d832563b61dedd10ed141265360dc743fb570,DUP-0057,HIST-0458,materialized,
HIST-0171,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/bundles/commercial-design-core/README.md,25,c8f3e8982e3731d193bbf0a656e283abdc56d5418cabccd21b22298770158a9f,DUP-0180,HIST-0359,materialized,
HIST-0172,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/bundles/commercial-design-core/SKILL.md,280,03e289c4b2e59c9e4b6503a0757dac4af25849a6efb5c5864e605caf64de52cb,DUP-0005,HIST-0360,materialized,
HIST-0173,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/bundles/commercial-design-core/open-design.json,1381,7f1c7024c33d1dbd928f615bb995aa6adf3645dd236a8f5d0ead52234d877510,DUP-0114,HIST-0361,materialized,
HIST-0174,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/bundles/visual-quality-core/README.md,80,aa81628b3e9b8f148b3aec24667b7f21947adc2cb9ecac2ec08ddea511a1a12d,DUP-0149,HIST-0459,materialized,
HIST-0175,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/bundles/visual-quality-core/SKILL.md,368,76117982cbb82ea8db3b613e76c867c12e5900a7492c80a05fb9a1cfb969badc,DUP-0105,HIST-0460,materialized,
HIST-0176,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/bundles/visual-quality-core/open-design.json,1678,56f72b54d27c2d1e68e10fe7854299dcddfcc680899d606d76cb7ad6edf9de34,DUP-0078,HIST-0461,materialized,
HIST-0177,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/README.md,496,2bc28b6a37a0b00953a10db6b946ac212c3a9f3fec5ab6db74447c28fb4dab76,DUP-0035,HIST-0362,materialized,
HIST-0178,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/3d.rubric.json,1282,df0c7f642411c2474d8b035662ac9064f4a3e36e5ffd409303d1ad6a9aa4893d,DUP-0194,HIST-0363,materialized,
HIST-0179,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/ai-artifact-realism.rubric.json,1570,fa9a39edcd4ff8ca5b25ff26a1bcb5b95e09020986703c1963f11786998b8ea1,DUP-0220,HIST-0462,materialized,
HIST-0180,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/brand.rubric.json,1277,afed7fdee3535a880c800d7fc06d9fbd0675c0ef691a0ef400ae521e9696b91d,DUP-0155,HIST-0364,materialized,
HIST-0181,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/composition-mastery.rubric.json,1085,9a2b84e8c60356d431569b5bd85f741fa3d1522aaf7009c561541052979e6c34,DUP-0136,HIST-0463,materialized,
HIST-0182,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/cross-format-coherence.rubric.json,1368,1f07b0405a173b94b43af85f05dce01df6c4bd432cc3aa91e9dde8a635967a93,DUP-0024,HIST-0464,materialized,
HIST-0183,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/design-feeling.rubric.json,1521,71a63f441409b073bb857bbc312d1e5f3a13190cbacc47f35a055fc1e0aeb17e,DUP-0101,HIST-0465,materialized,
HIST-0184,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/editorial.rubric.json,1300,3bcbd98fcbeef4f2b7094adc9d6408d81d4935488e14f04c8c515a774b567beb,DUP-0052,HIST-0365,materialized,
HIST-0185,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/graphic.rubric.json,1287,0b8cfaa5624a4440c464dec7fede68bec4e240179ca7170c85cc837e7444a3ac,DUP-0014,HIST-0366,materialized,
HIST-0186,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/master-grade-polish.rubric.json,1109,28f9fc7db68af5cfcfb00f568a7f95e95ea33dde05b5cfa61ff98bd37a02c470,DUP-0034,HIST-0466,materialized,
HIST-0187,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/material-light-realism.rubric.json,1141,3634a28f2d1d0bacb4145b8209d4727f367a8937eefe6a1d7850e485ed62f230,DUP-0045,HIST-0467,materialized,
HIST-0188,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/motion.rubric.json,1301,dd812666c0fa48af50d94a25423b14f3076a9cad9a15a384a21fd733d037ac77,DUP-0192,HIST-0367,materialized,
HIST-0189,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/packaging.rubric.json,1306,3e6b662bd4dee183637b4206d05f483de0aa0de6dcf056bd19a7141b4f8b56c7,DUP-0054,HIST-0368,materialized,
HIST-0190,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/photographic-commercial.rubric.json,1111,647b5c7faeddbae39e5543c0e82f60be3e9f640e9bfb35b87b93a4e519ec298d,DUP-0093,HIST-0468,materialized,
HIST-0191,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/reference-transformation.rubric.json,1353,27d4453e472b15e496fab6b5712cc9fe4b8b28a59f98ff48c5225cf73735b876,DUP-0032,HIST-0469,materialized,
HIST-0192,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/spatial.rubric.json,1294,e280214947a6f3a4ac03a479400067dc1e0ca9cb3baed6a3ac314e4696b93e90,DUP-0200,HIST-0369,materialized,
HIST-0193,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/style-originality.rubric.json,1135,b4915c38ebdcd72779c4b06c22b15f8aaa6c322d1d4bf14236d687a1f73c5b45,DUP-0160,HIST-0470,materialized,
HIST-0194,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/typography-mastery.rubric.json,1101,335aafbb05f47defd5876b426177903d07defce56bbc65b1ff8c8f4382ccd787,DUP-0041,HIST-0471,materialized,
HIST-0195,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/uiux.rubric.json,1308,3f6f6f6ad5d6e8c0e56f7ee21d3e67105a5c4ab476447a0ff55fc611ac3e6418,DUP-0055,HIST-0370,materialized,
HIST-0196,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/evals/rubrics/visual-quality-core.rubric.json,2897,4b09274626d7a641227acf9bc1250800c982fdb3294780f820cecc94a1feb0d0,DUP-0067,HIST-0472,materialized,
HIST-0197,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/governance/CAPABILITY_EVIDENCE_LEVELS.md,735,1dc54d8fc9b39821c3c5712f51d24fab377654706b09bd728b078eddab837b44,DUP-0022,HIST-0371,materialized,
HIST-0198,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/governance/OPEN_SOURCE_ABSORPTION_POLICY.md,2075,e59c4b05ede75cce8b76258232e3abd64d81256c695f40203604c25c469af49d,DUP-0203,HIST-0372,materialized,
HIST-0199,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/governance/SKILL_SUPPLY_CHAIN_SECURITY.md,1009,5f49359658973118dfe621d24ba939ffe4d035463f9e06b68d92114b252f3ae7,DUP-0089,HIST-0373,materialized,
HIST-0200,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/standards/3D_ASSET_INTEROP.md,665,9f016a7e74a8ee71710f2defc0a5658cf2ebe56f11706924922abf98006a7e91,DUP-0141,HIST-0374,materialized,
HIST-0201,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/standards/ACCESSIBILITY_BASELINE.md,1100,028342213b91b416edeab41c0fddc0bcbc6d9155085b6c50e916c2d787091fa2,DUP-0002,HIST-0375,materialized,
HIST-0202,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/standards/DESIGN_TOKEN_INTEROP.md,819,77e7ac5f85817a8397601c317a8c1aa6009a9345b7fae7c8bc864a292b777ed8,DUP-0108,HIST-0376,materialized,
HIST-0203,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/standards/MOTION_ACCESSIBILITY.md,735,07b096df07f43914e5ec9b326e6f6e4d5bfdac394b2e4a68303c1597f22b5e84,DUP-0010,HIST-0377,materialized,
HIST-0204,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/standards/PRINT_AND_PDF_PREFLIGHT.md,765,adb62d0db0818d5cd91bd818764d43ca2f10695a92dc53d95a61026b16114462,DUP-0153,HIST-0378,materialized,
HIST-0205,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/standards/SPATIAL_EXHIBITION_ACCESSIBILITY.md,830,72ada1ec1d707d0300561155e6facaed3fbc49388b1a6146d90e0a2624eecc16,DUP-0102,HIST-0379,materialized,
HIST-0206,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/typography/CJK_TYPOGRAPHY.md,779,85d13a45dcc89ed54693cc8a70177ab84dc51f552e61b7be9f23b97be8c289bb,DUP-0122,HIST-0380,materialized,
HIST-0207,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/visual-quality/AI_SLOP_FAILURE_MODES.md,839,265fb89b088cf322b3ba5c419adc36d3850514fb06a39049d9cf3224f3e8af3e,DUP-0030,HIST-0473,materialized,
HIST-0208,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/visual-quality/COLOR_MATERIAL_LIGHT.md,715,bf9a7a307c912a5d446f1bd66278e833c8682d8119985ff34a4d8a654be3769a,DUP-0167,HIST-0474,materialized,
HIST-0209,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/visual-quality/COMPOSITION_AND_RHYTHM.md,583,e3753f7034151e6cb6222c9410693ca020030ab638ee39256eaa94b7522037cc,DUP-0201,HIST-0475,materialized,
HIST-0210,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/visual-quality/DEPTH_TEXTURE_REALISM.md,614,932b4852c3d3ec8e94b4295d24f19487fd451c045a353fcaaec9fa9e4933d651,DUP-0131,HIST-0476,materialized,
HIST-0211,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/visual-quality/DESIGN_FEELING_MODEL.md,952,b8c0f2b1bc7b0e38f3e140bfd8a864f6d1b6888a53a773757c1379f7808a4f14,DUP-0162,HIST-0477,materialized,
HIST-0212,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/visual-quality/DESIGN_TASTE_AXES.md,530,b27fba2b7fba94eeedbfe5a7cd3e091644933e2e0dfd776d6678a34aea924b1d,DUP-0157,HIST-0478,materialized,
HIST-0213,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/visual-quality/MASTER_GRADE_FINISHING_PROTOCOL.md,1449,47d9f3e2dc126606d0f73df82bc1c8e8f51c01e0097890a236886cbf9dc979b2,DUP-0063,HIST-0479,materialized,
HIST-0214,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/visual-quality/MASTER_METHOD_USE_POLICY.md,1164,608efd21d26bba89d783461d6046f5c582e7f0d11e39ea45ed7764a703c77dfa,DUP-0092,HIST-0480,materialized,
HIST-0215,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/visual-quality/MASTER_RESEARCH_PROTOCOL.md,1628,5b965a1a0f5d1e9c732a6acb73d080c75e7a4b40b72f975bf48abb99c9e23ac0,DUP-0084,HIST-0481,materialized,
HIST-0216,historical_archive_extracted,OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0,historical_extracted/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/OPEN-DESIGN-Assistance-Complete-TaskPack-v3.0/overlay/opendesign-assistance/knowledge/visual-quality/PHOTOGRAPHY_AND_IMAGE_DIRECTION.md,575,2e6519e3860a53d2557f111e2fbf801e0b103e13d90ab987a380519545cda926,DUP-0039,HIST-0482,materialized,
