occurrence_key,original_id,occurrence_kind,source_sha256,source_record_ids,source_paths,conversation_id,source_heading,locator,occurrence_ordinal,context_sha256,context,collision_group,disposition,current_targets,candidate_targets,mapping_confidence,dispatchable,notes
650d3b5a69952c0702563635cf0a30ec0140e7698f33a37907fe7191c83a5f11,DL-QLT-002,TASK_REFERENCE,df78b7fe3b109f6d0fdc646147f5c37c476689acca53a816c3a58a959069c0cf,HIST-0017|HIST-0051,cross_project_sources/DESIGN-LAB完整项目对话与时间线汇报.md|historical_sources/DESIGN-LAB完整项目对话与时间线汇报.md,6a759b80-81ec-83ea-9265-95fc73232d05,2026-08-07T16:46:58.235404+08:00｜DESIGN-LAB > 完整原始会话记录,line:78516:col:12923,32,daed4200b130deba9fc26a82502e885eeafb1a8667bcec3b108060e3e6973f75,回读 失败与恢复 卸载/回滚 ``` ## DL-ADB-PS-001｜Photoshop MVP E3 目标： ```text 输入 Brief → Photoshop Adapter → 修改可编辑 PSD → 图层/字体/尺寸回读 → Preflight → PSD + Preview + BOM + Evidence ``` 不接受单纯导出 PNG 作为可编辑交付证据。 ## DL-QLT-002｜人工专业 Jury 至少覆盖： ```text 品牌视觉 商业 UIUX 电商视觉 空间/展陈视觉 游戏 UI/HUD ``` 要求： ```text 专业评分 >= 82/100 偏好测试 >= 70% 拒绝样本必须保留 不得由同一执行 Agent 自评替代人工验收 ``` ## DL-REL-001｜E4 发布资格 只有同时满足以下条件才能进入 E4： ```text 严格来源治理 0 缺口 资产治理 0 违规 当前精确 SHA CI 成功 至少一条真实 Host E3 至少,,REQUIRES_REQUALIFICATION,,DL-TP-R4-001|DL-TP-R4-002|DL-TP-R4-005,HIGH,false,manually reconciled scope
ccd87dee1cd24e3933876f38df47e1ce855ddea59a20268eb01f54bc4312c62b,DL-QLT-100,TASK_DEFINITION,a8b9ea678af75e613b3edfe9318dbcc8201bd2c9ceb77a4b282c140c3db10f2a,HIST-0014,historical_sources/DESIGN-LAB_Converged_Follow-up_TaskPack_2026-08-20.md,null,DL-QLT-100 分层质量管道,line:590:col:4,1,603cc79edfbe4261c396cc733a32b445b175c6b6897110bdb3c7f236e65fd05a,## DL-QLT-100 分层质量管道,COLLISION-6a267912202a,MAPPED_CURRENT,DL-TP-R4-001,,HIGH,false,manually reconciled scope
310bfaf3e5059a5e4b38e445020e265e4033a4e4712fec25980a21c5a370aa16,DL-QLT-100,TASK_REFERENCE,a8b9ea678af75e613b3edfe9318dbcc8201bd2c9ceb77a4b282c140c3db10f2a,HIST-0014,historical_sources/DESIGN-LAB_Converged_Follow-up_TaskPack_2026-08-20.md,null,第四执行批：质量、生产和产品入口,line:797:col:1,1,95d9acde91887d8b26c6209507cf8465687ca90120e2b6f4f2e1e5d8e0122e00,DL-QLT-100/110/120/130/140,COLLISION-6a267912202a,MAPPED_CURRENT,DL-TP-R4-001,,HIGH,false,manually reconciled scope
784e10d75804e88967f3c58dd4b5f9396ea77e17fb39b9dfda9753ec36bc8551,DL-QLT-100,TASK_DEFINITION,b3f50bcf4031cb01b9bbfa73c5e19e92e53e8405680de05b54892b3864bf7cd1,HIST-0015,historical_sources/DESIGN-LAB_Follow-up_TaskPack_V1.1_2026-08-20.md,null,DL-QLT-100,line:209:col:5,1,6f1b8d2c98db8fba4c78aec2d0317756b628e927c2c3549efd88f9342c9957c1,### DL-QLT-100,COLLISION-6a267912202a,MAPPED_CURRENT,DL-TP-R4-001,,HIGH,false,manually reconciled scope
69592d82fcac92729185d793cbdd2661a0194c261af19dc17fa61ae49400eed3,DL-QLT-110,TASK_DEFINITION,a8b9ea678af75e613b3edfe9318dbcc8201bd2c9ceb77a4b282c140c3db10f2a,HIST-0014,historical_sources/DESIGN-LAB_Converged_Follow-up_TaskPack_2026-08-20.md,null,DL-QLT-110 视觉质量核心,line:602:col:4,1,7b38a37fc84872c452da42bc26133a40c57bc40088d2396a1d3b70c50cf95366,## DL-QLT-110 视觉质量核心,COLLISION-32938e0005f7,MAPPED_CURRENT,DL-TP-R4-001|DL-TP-R4-005,,HIGH,false,manually reconciled scope
2d5f1980521a14c7c340f5098e8f1fe814cd018aaaabb77f331a30bf05dc2611,DL-QLT-110,TASK_DEFINITION,b3f50bcf4031cb01b9bbfa73c5e19e92e53e8405680de05b54892b3864bf7cd1,HIST-0015,historical_sources/DESIGN-LAB_Follow-up_TaskPack_V1.1_2026-08-20.md,null,DL-QLT-110,line:213:col:5,1,30c9916d9870e7de7bbdf612e9d44428cdc9df1322cf1a8ff091c672dad8d62b,### DL-QLT-110,COLLISION-32938e0005f7,MAPPED_CURRENT,DL-TP-R4-001|DL-TP-R4-005,,HIGH,false,manually reconciled scope
a73fc230ce603f2dec60900416e1fde087caf65c7cdc3b08f633028b8f90a65e,DL-QLT-120,TASK_DEFINITION,a8b9ea678af75e613b3edfe9318dbcc8201bd2c9ceb77a4b282c140c3db10f2a,HIST-0014,historical_sources/DESIGN-LAB_Converged_Follow-up_TaskPack_2026-08-20.md,null,DL-QLT-120 大师方法研究治理,line:608:col:4,1,09cfa014173a0d76802699d7621aff82b2a99620393fea6f8b4fa04e08c1c0f4,## DL-QLT-120 大师方法研究治理,COLLISION-153fe763e83d,SUPERSEDED_WITH_SCOPE_PRESERVED,DL-TP-R0-006|DL-TP-R2-017|DL-TP-R4-001|DL-TP-R4-002,,HIGH,false,manually reconciled scope
3c0162b5333c080cd821de1187a711a43b596e0da94262ee765d9f2bd7ad720f,DL-QLT-120,TASK_DEFINITION,b3f50bcf4031cb01b9bbfa73c5e19e92e53e8405680de05b54892b3864bf7cd1,HIST-0015,historical_sources/DESIGN-LAB_Follow-up_TaskPack_V1.1_2026-08-20.md,null,DL-QLT-120 人工 Jury,line:221:col:5,1,a2e67db63d582ff6346ef00314bb9fa0449bd093bf2f5ab2b0ca571000548a28,### DL-QLT-120 人工 Jury,COLLISION-153fe763e83d,SUPERSEDED_WITH_SCOPE_PRESERVED,DL-TP-R0-006|DL-TP-R2-017|DL-TP-R4-001|DL-TP-R4-002,,HIGH,false,manually reconciled scope
040c75b41cb31adfafa6f55732c8e54aab2c816ad8686ed463dfb783eaab9704,DL-QLT-130,TASK_DEFINITION,a8b9ea678af75e613b3edfe9318dbcc8201bd2c9ceb77a4b282c140c3db10f2a,HIST-0014,historical_sources/DESIGN-LAB_Converged_Follow-up_TaskPack_2026-08-20.md,null,DL-QLT-130 Benchmark 与失败样本,line:615:col:4,1,d5ca62f75760cb0107cd4af9300146444d9f42badcd26e9b4a7d5d527947c30e,## DL-QLT-130 Benchmark 与失败样本,,MAPPED_CURRENT,DL-TP-R4-001|DL-TP-R4-005,,HIGH,false,manually reconciled scope
f89dedb138a3816c35c23b0da1e0dcc96297ce751684889445aa1b0704e7d916,DL-QLT-140,TASK_DEFINITION,a8b9ea678af75e613b3edfe9318dbcc8201bd2c9ceb77a4b282c140c3db10f2a,HIST-0014,historical_sources/DESIGN-LAB_Converged_Follow-up_TaskPack_2026-08-20.md,null,DL-QLT-140 人工 Jury,line:622:col:4,1,9c06369ad64de7e67a5fafd488f0d2d961e5d30178c238f419ca64afb6a3b5e8,## DL-QLT-140 人工 Jury,,MAPPED_CURRENT,DL-TP-R4-001|DL-TP-R4-002,,HIGH,false,manually reconciled scope
f554f40ed58cc61e7f93056a793f8eadaca6473318aab3ed8f30d3915976aa1b,DL-R0-001,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R0 — 安全与真值冻结（2–3 个工作日）,line:725:col:3,1,9f22f19e83693478a0f220fb787dbac4803b103ab3f468542a744fa82df4e786,| DL-R0-001 | 无 | 建 `ADR-001-product-boundary`、`ADR-002-software-convergence`、`ADR-003-official-interface-only` | 与本文边界一致 |,,MAPPED_CURRENT,DL-TP-R0-001,,HIGH,false,same task lineage before collision-safe DL-TP rename
e61f60a9149cd65dc1f45e545474c7a0e1faf123ae9ff01b7f3bc80eca0a5736,DL-R0-002,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R0 — 安全与真值冻结（2–3 个工作日）,line:726:col:3,1,b39e2223863eebb492a5979522f0974863578e67736d5d47fa1f59bb835d1b1b,| DL-R0-002 | 无 | 记录 exact SHA、CI run、分支、tag、release、repo size 快照 | 可机器读取，UNKNOWN 不被填充 |,,MAPPED_CURRENT,DL-TP-R0-002,,HIGH,false,same task lineage before collision-safe DL-TP rename
228266071bb7218bead839178c77e1768ef39916be3e96457cdbdc21e185a19f,DL-R0-003,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R0 — 安全与真值冻结（2–3 个工作日）,line:727:col:3,1,31b1c0b7c94bbdff65974121a355e338d9452e189baa604ad4689a072973c626,| DL-R0-003 | 无 | 隔离 6 个受限 H3 文件，冻结例外续期 | public HEAD restricted asset 为 0 |,,MAPPED_CURRENT,DL-TP-R0-003,,HIGH,false,same task lineage before collision-safe DL-TP rename
57e9c180c0815bbb274cf786e9e38212772bcccd342124d53f5bcf56cacb7256,DL-R0-003,TASK_REFERENCE,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,15. 执行顺序与 PR 切片,line:826:col:9,1,c33fb93ee5c5062907b649adaa3e5b9d1c862ba36bf88823e63e4e7b6f14c6d5,1. `fix/DL-R0-003-h3-public-assets`,,MAPPED_CURRENT,DL-TP-R0-003,,HIGH,false,same task lineage before collision-safe DL-TP rename
fe9065d497a3284b8545d3e8a1a340e0a1785c0b2a042a838f80faf700c17db2,DL-R0-004,TASK_REFERENCE,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,10.1 分支、提交与发布,line:508:col:11,1,bb18d5b524271f91c05a2f00d914d164246921cdc9fa0d0e09860d66e9ec64ce,- 分支：`fix/DL-R0-004-current-reports`、`feat/DL-R2-003-workbench` 等，必须含任务 ID。,,MAPPED_CURRENT,DL-TP-R0-004,,HIGH,false,same task lineage before collision-safe DL-TP rename
b3c21f92842414dc90ae7084388aa8d5b22376ab76e12cdf1c2f0912f029c1c4,DL-R0-004,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R0 — 安全与真值冻结（2–3 个工作日）,line:728:col:3,1,2b014b59746d6fdb33bc4e4c29c9feff013f4c4331bff331e33de8f6332c18d7,| DL-R0-004 | 无 | 修复 `generate_current_reports.py` 旧路径 | clean clone 可生成 current |,,MAPPED_CURRENT,DL-TP-R0-004,,HIGH,false,same task lineage before collision-safe DL-TP rename
f643921f112bee70ce40f7023f9c969ce58771149309c9c0667d1d5324780b25,DL-R0-004,TASK_REFERENCE,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,15. 执行顺序与 PR 切片,line:827:col:9,1,669fff59a87f779d4370edc4070e81102ef97136f4d2a3d887967e4d6a632d85,2. `fix/DL-R0-004-current-report-generator`,,MAPPED_CURRENT,DL-TP-R0-004,,HIGH,false,same task lineage before collision-safe DL-TP rename
de230616b5e5e5a86d0accd7f071bec916540393d77565dd40619d2f09481b74,DL-R0-005,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R0 — 安全与真值冻结（2–3 个工作日）,line:729:col:3,1,985b3fbd0eee0959a21b840678f4d659d4f59bd59dca4e960b5fa8c050c57433,| DL-R0-005 | R0-004 | current 报告重绑当前 SHA，拆分结构/运行状态 | SHA、时间、环境真实 |,,MAPPED_CURRENT,DL-TP-R0-005,,HIGH,false,same task lineage before collision-safe DL-TP rename
c7eea89efd206d8ab0d4b030f77751406cdbafbc974c042592f2a2961703fbef,DL-R0-006,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R0 — 安全与真值冻结（2–3 个工作日）,line:730:col:3,1,60b75da3b87eb24bd87c09f6c680066abef598fba917e1dd8c1ad60c0e5e3fcb,| DL-R0-006 | 无 | 根 AGENTS/manifest/taskpack 指向单一当前入口 | 历史任务不再可执行 |,,MAPPED_CURRENT,DL-TP-R0-006,,HIGH,false,same task lineage before collision-safe DL-TP rename
b292fae291dcb614d6696927d1577d6eb56f31e4a9159030b3c04f11f6579445,DL-R0-006,TASK_REFERENCE,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,15. 执行顺序与 PR 切片,line:828:col:11,1,0e91edb4688d751b186b4b634bd5647a3faf686b01965abb07dc7b532c6adee5,3. `chore/DL-R0-006-single-taskpack`,,MAPPED_CURRENT,DL-TP-R0-006,,HIGH,false,same task lineage before collision-safe DL-TP rename
2c5ff3718add58df42a3a9c281b78e4f31770f828e510bbae8897f57b26022f1,DL-R0-007,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R0 — 安全与真值冻结（2–3 个工作日）,line:731:col:3,1,43c037bb28b758e9ad21fba7a91000e06af65cb711b75e17c58c5e6349cb6b85,| DL-R0-007 | R0-001 | H3 LicenseDecision 与地区/用途人工门 | 未决时 fail-closed |,,MAPPED_CURRENT,DL-TP-R0-007,,HIGH,false,same task lineage before collision-safe DL-TP rename
948f5e2339880d6a9ef21f7d08a7fffcb16232770bcc7dfd4a9672d71b90688b,DL-R1-001,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R1 — 仓库规范与可复现（4–6 个工作日）,line:739:col:3,1,0ae302d5798eb64439b26180b90b11b8546b3b891a598dba14bb1671b7580dd0,| DL-R1-001 | G0 | 建 `.project/registry/system.yaml` 与 schema | 所有实体 ID 唯一 |,,MAPPED_CURRENT,DL-TP-R1-001,,HIGH,false,same task lineage before collision-safe DL-TP rename
fbe1d94318143b4a9623ecf1a6b2f0df18affd7699851448d928333529a6b834,DL-R1-001,TASK_REFERENCE,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,15. 执行顺序与 PR 切片,line:829:col:10,1,251a9ef576f652a30fb7cbb61b6ebd6801457b6c6e96d4cbe768f1e29016fabf,4. `feat/DL-R1-001-system-registry`,,MAPPED_CURRENT,DL-TP-R1-001,,HIGH,false,same task lineage before collision-safe DL-TP rename
89298f67c9d9ec79e0ea0047c7e46043a462f3bbc1669eb35ad8637bf3dc1752,DL-R1-002,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R1 — 仓库规范与可复现（4–6 个工作日）,line:740:col:3,1,ff11fa3a90f7b7fa51df900d372aaf8f61d5de4bed8673059907c80e1c604e16,| DL-R1-002 | R1-001 | 从 Registry 生成 allowlist/manifest/index/report | 手改投影 CI fail |,,MAPPED_CURRENT,DL-TP-R1-002,,HIGH,false,same task lineage before collision-safe DL-TP rename
c12c734ddd40b24b7ff1f63e1027f05e9f2f80285680f7ae2059653480b0b425,DL-R1-003,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R1 — 仓库规范与可复现（4–6 个工作日）,line:741:col:3,1,c0c81deec9b27f5806ca1e3d1f89099dcaf62cb038d9e3d8d7f1572657077ed6,| DL-R1-003 | G0 | `.hermes` → `.project-local` 代码迁移 | 活跃引用 0，history allowlist 明确 |,,MAPPED_CURRENT,DL-TP-R1-003,,HIGH,false,same task lineage before collision-safe DL-TP rename
efd8f5ed84a5c78891a98a9ab8bca9fd50f5eb3e61f725121bb718e677e2c3ca,DL-R1-003,TASK_REFERENCE,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,15. 执行顺序与 PR 切片,line:830:col:9,1,75d7d0cacb528578c8c633be9c262fa250a36b61313f4e8d4a42fb136a6b7c8a,5. `fix/DL-R1-003-project-local`,,MAPPED_CURRENT,DL-TP-R1-003,,HIGH,false,same task lineage before collision-safe DL-TP rename
0c09e404fa0d1ee7e6f1ba733b4900550caf11d5d999c566f31f694bec3c23b1,DL-R1-004,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R1 — 仓库规范与可复现（4–6 个工作日）,line:742:col:3,1,b5be38d3244756312fc48f3139d01eb24c1166c835410eb6fb4b207991ba1f99,| DL-R1-004 | R1-003 | 统一 path resolver 与 Windows containment tests | junction/symlink 逃逸被拒绝 |,,MAPPED_CURRENT,DL-TP-R1-004,,HIGH,false,same task lineage before collision-safe DL-TP rename
607623846a065fed846eb53481f143884ad698d399f10f58f11c01e4bde6fe1a,DL-R1-005,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R1 — 仓库规范与可复现（4–6 个工作日）,line:743:col:3,1,fb25a72d93bd5f4fe4e8ff776f0609e2771c6f499df0ef2146b05f04e717e41a,| DL-R1-005 | G0 | 去除 D 盘/AppData/`/opt` 硬编码 | clean machine 不依赖个人路径 |,,MAPPED_CURRENT,DL-TP-R1-005,,HIGH,false,same task lineage before collision-safe DL-TP rename
cda41717bc64c1d139299065ed5a42edbf62b0a79f82b583696397f6e6d839be,DL-R1-006,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R1 — 仓库规范与可复现（4–6 个工作日）,line:744:col:3,1,4aa30aa993fb05b62821473a9b31387a9f564372e3fc2a3fd4714b97a7dbc5d6,| DL-R1-006 | R1-005 | resvg 本地 toolchain manifest/hash/bootstrap | verify/release 共用安装逻辑 |,,MAPPED_CURRENT,DL-TP-R1-006,,HIGH,false,same task lineage before collision-safe DL-TP rename
c6cf9141df1fd70b3bdf33fb97d1ca2e3ef0f89f54d5ccb897e46514320fda79,DL-R1-006,TASK_REFERENCE,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,15. 执行顺序与 PR 切片,line:831:col:11,1,6ce8dfd84da7bd0a9b89e9453b097349b0c62e0f56beaf996608e1534a799841,6. `build/DL-R1-006-reproducible-toolchain`,,MAPPED_CURRENT,DL-TP-R1-006,,HIGH,false,same task lineage before collision-safe DL-TP rename
e3080a7a0b36d8cb3b51240732cfae446a9c91426a29b9d12bb90d04cc99516e,DL-R1-007,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R1 — 仓库规范与可复现（4–6 个工作日）,line:745:col:3,1,2a3bcf592903791b9720ec691a866858412cae0247e6505a3ca3f8d92a045aa2,| DL-R1-007 | G0 | 修复 README、PRODUCT_DEFINITION、BOUNDARY_CONTRACT 路径 | link checker 通过 |,,MAPPED_CURRENT,DL-TP-R1-007,,HIGH,false,same task lineage before collision-safe DL-TP rename
21a726e5cc42d7d49814458a3ef3ebf444df9b7c6cf148587d827cd9c9b41403,DL-R1-008,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R1 — 仓库规范与可复现（4–6 个工作日）,line:746:col:3,1,0d6d302bdf653c3cd593ac756bc814e1849e6f193dcd39a70cbaaa2aa3f5bd22,| DL-R1-008 | R1-001 | canonical CI 默认全跑并增加缺失 jobs | integrations-only PR 触发 |,,MAPPED_CURRENT,DL-TP-R1-008,,HIGH,false,same task lineage before collision-safe DL-TP rename
15e907d9ee30f9875429af43184d57be78d29cb73bf04a4b9e4ad11f4c4e8ed4,DL-R1-008,TASK_REFERENCE,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,15. 执行顺序与 PR 切片,line:832:col:8,1,5b3d41e66c9ba7ee8e44b818f3d47569de4397ff1cbada7e018a41e4529a2fe8,7. `ci/DL-R1-008-canonical-coverage`,,MAPPED_CURRENT,DL-TP-R1-008,,HIGH,false,same task lineage before collision-safe DL-TP rename
3d981fd7195371cb02fda9c8fd132d61315d8092575c9aedc6e963c1478bd937,DL-R1-009,TASK_DEFINITION,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,R1 — 仓库规范与可复现（4–6 个工作日）,line:747:col:3,1,7afafc5296ebf5477ef5d905fdeb1c979783f8476bcecfc3867189d583285e48,| DL-R1-009 | R1-006 | `pyproject+uv.lock`、pnpm/Cargo locks | frozen/locked install |,,SUPERSEDED_WITH_SCOPE_PRESERVED,DL-TP-R1-001|DL-TP-R2-003,,HIGH,false,source-qualified manual reconciliation
712ea3fd31007d0d672b311ff8edd3ad35970be2fe50f743ed0991bcb8c5ea9c,DL-R1-009,TASK_REFERENCE,4c5a26ecc0e9fe8c89cb2ceef126aec2767bc39a45a39fd94bc6625d767a6910,HIST-0004|HIST-0043,cross_project_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md|historical_sources/DESIGN-LAB-COMPLETE-REPAIR-AND-MIGRATION-PLAN-2026-09-04.md,null,15. 执行顺序与 PR 切片,line:833:col:11,1,02b0faee3b674ae23cb7e3d4e9a715881e72e203b5ebe341132390f5c5b70d94,8. `build/DL-R1-009-lockfiles`,,SUPERSEDED_WITH_SCOPE_PRESERVED,DL-TP-R1-001|DL-TP-R2-003,,HIGH,false,source-qualified manual reconciliation
